id,title,description,availability,availability_date,expiration_date,link,mobile_link,image_link,price,sale_price,sale_price_effective_date,identifier_exists,gtin,mpn,brand,product_highlight,product_highlight,product_highlight,product_highlight,product_detail,additional_image_link,additional_image_link,additional_image_link,additional_image_link,additional_image_link,additional_image_link,additional_image_link,condition,adult,color,size,size_type,size_system,gender,material,pattern,age_group,multipack,is bundle,unit_pricing_measure,unit_pricing_base_measure,energy_efficiency_class,min_energy_efficiency_class,max_energy_efficiency,item_group_id,video_link,virtual_model_link,cost_of_goods_sold,google_product_category,product_type,shipping,shipping_weight,min_handling_time,max_handling_time,min_transit_time,max_transit_time
2504394com,Paxton Outdoor Barrel Sauna – 2-4 Person,"Two linear benches face each other inside this 2-4 person barrel, the classic Finnish arrangement that lets a pair sit across from one another or one person lie down full length. The curved cedar wall gives it the barrel silhouette, built in tongue-and-groove cedar with an 8mm tempered glass door and a powder-coated galvanized steel roof over the top.
Heat comes from Backyard Discovery's PrairieFire™ 9kW electric heater, which preheats about 50% faster than a standard 6kW unit. The sauna arrives with the heater, stones, Wi-Fi control panel, bucket, ladle, LED lighting, and hooks, so nothing else has to be ordered before the first session. Components are ready to assemble with step-by-step guidance in the BILT® app, and every component carries a 5-year warranty with support available seven days a week.",in_stock,,,https://home24care.com/products/paxton-2-4-person-outdoor-barrel-sauna,,https://home24care.com/product-images/40490e9628f57ae3-feed.jpg,1399.60 USD,1239.60 USD,,,752113594395,2504394com,Backyard Discovery,"Cedar tongue-and-groove construction, 8mm tempered glass door, & powder-coated galvanized steel roof","Heater, stones, Wi-Fi control panel, bucket, ladle, LED lighting, and hooks included — nothing extra to buy",Ready-to-assemble components with step-by-step guidance through the BILT® app,"5-year comprehensive warranty covering every component, with support available 7 days per week",,https://home24care.com/product-images/a3574b3b73342f55-feed.jpg,https://home24care.com/product-images/bb67694f30e8fab8-feed.jpg,https://home24care.com/product-images/bacb32f761106928-feed.jpg,https://home24care.com/product-images/cb34e2712b832a5a-feed.jpg,https://home24care.com/product-images/19e695ac3dd8a2ca-feed.jpg,https://home24care.com/product-images/e1580fee05b06f43-feed.jpg,https://home24care.com/product-images/1b32f17aa341cb50-feed.jpg,new,no,,,,,,,,,,no,,,,,,,,,,Home & Garden > Pool & Spa > Saunas,Outdoor Living > Saunas,US:::0.00 USD,806.19 lb,0,1,1,3
2504424com,Paxton Outdoor Barrel Sauna – 4-6 Person,"This is the larger of the two Paxton barrels, with linear benches running the full length of the cylinder on both sides. Six people can sit at the same heat level, or one person can recline completely on a bench. Construction is tongue-and-groove cedar with an 8mm tempered glass door and a powder-coated galvanized steel roof.
The PrairieFire™ 9kW electric heater reaches temperature roughly 50% faster than a standard 6kW model, which matters more on a cabin this size. Heater, stones, Wi-Fi control panel, bucket, ladle, LED lighting, and hooks are all included. Assembly is guided step by step through the BILT® app, and Backyard Discovery covers every component for five years with support available seven days a week.",in_stock,,,https://home24care.com/products/paxton-4-6-person-outdoor-barrel-sauna,,https://home24care.com/product-images/d109b695fbb6ae5b-feed.jpg,1799.60 USD,1599.60 USD,,,752113594425,2504424com,Backyard Discovery,"Cedar tongue-and-groove construction, 8mm tempered glass door, & powder-coated galvanized steel roof","Heater, stones, Wi-Fi control panel, bucket, ladle, LED lighting, and hooks included — nothing extra to buy",Ready-to-assemble components with step-by-step guidance through the BILT® app,"5-year comprehensive warranty covering every component, with support available 7 days per week",,https://home24care.com/product-images/eb36329ff5e6906f-feed.jpg,https://home24care.com/product-images/cd590e9565316583-feed.jpg,https://home24care.com/product-images/0142e15a19f45dfa-feed.jpg,https://home24care.com/product-images/4cc6ca71873333ec-feed.jpg,https://home24care.com/product-images/bf18b891baf00536-feed.jpg,https://home24care.com/product-images/6e476721c0e35c26-feed.jpg,https://home24care.com/product-images/f487cc69a8195170-feed.jpg,new,no,,,,,,,,,,no,,,,,,,,,,Home & Garden > Pool & Spa > Saunas,Outdoor Living > Saunas,US:::0.00 USD,857.6 lb,0,1,1,3
2504400com,Paxton Outdoor Barrel Sauna with Porch – 2-4 Person,"A covered porch sits at the front of this 2-4 person barrel sauna, with built-in seating for cooling down between rounds and somewhere to leave towels and gear. Inside, two linear benches run along the curved cedar wall in the traditional layout, seating a pair across from one another or one person lying flat.
The cabin is tongue-and-groove cedar with an 8mm tempered glass door and a powder-coated galvanized steel roof. A PrairieFire™ 9kW electric heater brings it up to temperature roughly 50% faster than a standard 6kW heater. Heater, stones, Wi-Fi control panel, bucket, ladle, LED lighting, and hooks are included. The kit is ready to assemble with step-by-step guidance in the BILT® app, and every component is warrantied for five years with support seven days a week.",in_stock,,,https://home24care.com/products/paxton-2-4-person-outdoor-barrel-sauna-with-vestibule,,https://home24care.com/product-images/c817ba1b079fbc06-feed.jpg,1599.60 USD,1439.60 USD,,,752113594401,2504400com,Backyard Discovery,PrairieFire™ 9kW electric sauna heater preheats 50% faster than standard 6kW models,"Cedar tongue-and-groove construction, 8mm tempered glass door, & powder-coated galvanized steel roof","Heater, stones, Wi-Fi control panel, bucket, ladle, LED lighting, and hooks included — nothing extra to buy",Ready-to-assemble components with step-by-step guidance through the BILT® app,,https://home24care.com/product-images/a5b7d692000caa46-feed.jpg,https://home24care.com/product-images/2d9f5155fc4ca5b5-feed.jpg,https://home24care.com/product-images/0142e15a19f45dfa-feed.jpg,https://home24care.com/product-images/91bb52a8d1e30c88-feed.jpg,https://home24care.com/product-images/b612049378ea2665-feed.jpg,https://home24care.com/product-images/6e476721c0e35c26-feed.jpg,https://home24care.com/product-images/eb074eda78972c72-feed.jpg,new,no,,,,,,,,,,no,,,,,,,,,,Home & Garden > Pool & Spa > Saunas,Outdoor Living > Saunas,US:::0.00 USD,857.6 lb,0,1,1,3
2504448com,Paxton Outdoor Barrel Sauna with Porch – 4-6 Person,"The largest sauna in the Paxton line puts a covered porch on the front of the biggest barrel. Two full-length linear benches inside seat up to six at the same heat level, and the porch seating gives the group a spot to rest between rounds and stow their gear.
Cedar tongue-and-groove walls, an 8mm tempered glass door, and a powder-coated galvanized steel roof make up the shell. The PrairieFire™ 9kW electric heater preheats around 50% faster than a standard 6kW model, and the heater, stones, Wi-Fi control panel, bucket, ladle, LED lighting, and hooks all come with it. Assembly follows the BILT® app step by step, and every component is covered by a 5-year warranty backed by support seven days a week.",in_stock,,,https://home24care.com/products/paxton-4-6-person-outdoor-barrel-sauna-with-vestibule,,https://home24care.com/product-images/3c6d50eb4a68bf16-feed.jpg,1999.60 USD,1799.60 USD,,,752113594449,2504448com,Backyard Discovery,PrairieFire™ 9kW electric sauna heater preheats 50% faster than standard 6kW models,"Cedar tongue-and-groove construction, 8mm tempered glass door, & powder-coated galvanized steel roof","Heater, stones, Wi-Fi control panel, bucket, ladle, LED lighting, and hooks included — nothing extra to buy",Ready-to-assemble components with step-by-step guidance through the BILT® app,,https://home24care.com/product-images/6ecfa33789d3e0a5-feed.jpg,https://home24care.com/product-images/904b013574f5f922-feed.jpg,https://home24care.com/product-images/0142e15a19f45dfa-feed.jpg,https://home24care.com/product-images/91bb52a8d1e30c88-feed.jpg,https://home24care.com/product-images/2b29f39b4186ae7d-feed.jpg,https://home24care.com/product-images/6e476721c0e35c26-feed.jpg,https://home24care.com/product-images/f487cc69a8195170-feed.jpg,new,no,,,,,,,,,,no,,,,,,,,,,Home & Garden > Pool & Spa > Saunas,Outdoor Living > Saunas,US:::0.00 USD,873.04 lb,0,1,1,3
r-22-30-lbs-refrigerant-quarter-pallet-10-a2d03463,Quarter Pallet – 10 × 30lb R-22 Refrigerant,"A quarter pallet of R-22 comes to ten 30-pound cylinders, 300 pounds arriving in one delivery. All of it is virgin refrigerant in factory-sealed cylinders, made in the USA and certified as compliant with EPA regulations.
Quarter-pallet quantity fits the contractor who services enough R-22 equipment to justify stocking it but not enough to take forty cylinders at once. The same cylinder is listed here on its own and as a full pallet if this count lands wrong in either direction, and the refrigerant inside is identical in all three.",in_stock,,,https://home24care.com/products/quarter-pallet-10-x-30lb-r-22-refrigerant,,https://home24care.com/product-images/3d5e7e4032e48e4d-feed.jpg,11600.00 USD,,,,,r-22-30-lbs-refrigerant-quarter-pallet-10-cylinders-35,Home24Care,"At igvagas, we provide premium R-22 Legacy Refrigerant solutions for HVAC, automotive, and commercial refrigeration systems. Our products are:",✓ Factory sealed and virgin,✓ Made in USA – Highest quality standards,✓ Certified and compliant with EPA regulations,,,,,,,,,new,no,,,,,,,,,10,no,30 lb,,,,,,,,,"Hardware > Heating, Ventilation & Air Conditioning",Refrigerants & Gases > Bulk & Pallet Orders,US:::0.00 USD,450 lb,0,1,1,3
3 cans 134a,"R-134a Refrigerant – 3-Pack (12oz Self-Sealing Cans) with Gauge, MVAC Use","Three 12-ounce self-sealing cans of R-134a with a gauge included, sold for motor vehicle air conditioning work. The refrigerant is virgin and factory sealed, made in the USA and certified as compliant with EPA regulations.
The gauge is the difference between this set and the plain three-can version, since it reads pressure while you charge instead of leaving it to guesswork. Thirty-six ounces across the three cans, each with a self-sealing valve that closes when the can is taken off.",in_stock,,,https://home24care.com/products/r-134a-refrigerant-3-pack-12oz-self-sealing-cans-with-gauge-mvac-use,,https://home24care.com/product-images/238f94e851254e5d-feed.jpg,35.00 USD,,,,,3 cans 134a,Home24Care,"At igvagas, we provide premium R-134A Automotive Refrigerant solutions for HVAC, automotive, and commercial refrigeration systems. Our products are:",✓ Factory sealed and virgin,✓ Made in USA – Highest quality standards,✓ Certified and compliant with EPA regulations,,,,,,,,,new,no,,,,,,,,,,yes,,,,,,,,,,"Hardware > Heating, Ventilation & Air Conditioning",Refrigerants & Gases > Legacy Refrigerants,US:::0.00 USD,3 lb,0,1,1,3
134-3 cans &#038; gauage,"R-134a Refrigerant – 3-Pack (12oz Self-Sealing Cans), MVAC Use","Sold as a three-can set for motor vehicle air conditioning, with each 12-ounce can of R-134a fitted with a self-sealing valve. The refrigerant is virgin and factory sealed, made in the USA and certified as compliant with EPA regulations.
No gauge comes with this version, which makes it the one to buy if manifold gauges are already on the bench. The self-sealing valves let a partly used can be taken off and kept, and 36 ounces total is a car-sized amount rather than a shop-sized one.",in_stock,,,https://home24care.com/products/r-134a-refrigerant-3-pack-12oz-self-sealing-cans-mvac-use,,https://home24care.com/product-images/01715aef34cb3d9c-feed.jpg,49.00 USD,,,,,134-3 cans &#038; gauage,Home24Care,"At igvagas, we provide premium R-134A Automotive Refrigerant solutions for HVAC, automotive, and commercial refrigeration systems. Our products are:",✓ Factory sealed and virgin,✓ Made in USA – Highest quality standards,✓ Certified and compliant with EPA regulations,,,,,,,,,new,no,,,,,,,,,3,no,,,,,,,,,,"Hardware > Heating, Ventilation & Air Conditioning",Refrigerants & Gases > Legacy Refrigerants,US:::0.00 USD,4 lb,0,1,1,3
r32 22oz,R-32 Refrigerant Can – 22oz (1.4lb),"R-32 in a 22-ounce can, which is 1.4 pounds of virgin refrigerant behind a factory seal. The can format suits top-offs and small charges rather than the kind of volume that justifies opening a cylinder, and the seal stays intact until a technician breaks it on site.
It is made in the USA and listed as compliant with EPA regulations. Home24Care files this one under specialty refrigerants and sells it for professional and commercial use, so charging belongs with a technician qualified for the equipment it goes into.",in_stock,,,https://home24care.com/products/r-32-refrigerant-can-22oz-1-4lb,,https://home24care.com/product-images/cd36b626ea9319a9-feed.jpg,45.00 USD,,,,,r32 22oz,Home24Care,"At igvagas, we provide premium Premium Refrigerant solutions for HVAC, automotive, and commercial refrigeration systems. Our products are:",✓ Factory sealed and virgin,✓ Made in USA – Highest quality standards,✓ Certified and compliant with EPA regulations,,,,,,,,,new,no,,,,,,,,,,no,22 oz,,,,,,,,,"Hardware > Heating, Ventilation & Air Conditioning",Refrigerants & Gases > Specialty Refrigerants,US:::0.00 USD,4 lb,0,1,1,3
449A-PALLET-40,"R-449A Refrigerant – Full Pallet (40 × 25 lb) – Genuine Honeywell Solstice®, Made in USA","Forty cylinders at 25 pounds each, which puts 1,000 pounds of R-449A on a single pallet. The refrigerant is genuine Honeywell Solstice, made in the USA, and every cylinder is factory sealed with virgin refrigerant.
Home24Care lists the same grade as a half pallet of twenty cylinders and as a single 25-pound jug, so this quantity is for a shop working through R-449A steadily rather than job by job. It sits in the bulk pallets range and is described as compliant with EPA regulations, sold for professional and commercial use.",in_stock,,,https://home24care.com/products/r-449a-refrigerant-full-pallet-40-x-25-lb-genuine-honeywell-solstice-made-in-usa,,https://home24care.com/product-images/7adb314b0231b318-feed.jpg,14500.00 USD,,,,,449A-PALLET-40,Honeywell,"At igvagas, we provide premium Premium Refrigerant solutions for HVAC, automotive, and commercial refrigeration systems. Our products are:",✓ Factory sealed and virgin,✓ Made in USA – Highest quality standards,✓ Certified and compliant with EPA regulations,,,,,,,,,new,no,,,,,,,,,40,no,25 lb,,,,,,,,,"Hardware > Heating, Ventilation & Air Conditioning",Refrigerants & Gases > Bulk & Pallet Orders,US:::0.00 USD,,0,1,1,3
449A-PALLET-20,"R-449A Refrigerant – Half Pallet (20 × 25 lb) – Genuine Honeywell Solstice®, Made in USA","Twenty 25-pound cylinders of genuine Honeywell Solstice R-449A, or 500 pounds of refrigerant on a half pallet. Same cylinder size as the full pallet at half the count, which is the order to place when the grade moves but not fast enough to park forty jugs in the shop.
Every cylinder is made in the USA, factory sealed, and filled with virgin refrigerant. Home24Care groups it with the bulk pallets and lists it as compliant with EPA regulations for professional and commercial use. A single 25-pound cylinder is also listed for jobs that only need one.",in_stock,,,https://home24care.com/products/r-449a-refrigerant-half-pallet-20-x-25-lb-genuine-honeywell-solstice-made-in-usa,,https://home24care.com/product-images/e989cedb347e2317-feed.jpg,7250.00 USD,,,,,449A-PALLET-20,Honeywell,"At igvagas, we provide premium Premium Refrigerant solutions for HVAC, automotive, and commercial refrigeration systems. Our products are:",✓ Factory sealed and virgin,✓ Made in USA – Highest quality standards,✓ Certified and compliant with EPA regulations,,,,,,,,,new,no,,,,,,,,,20,no,25 lb,,,,,,,,,"Hardware > Heating, Ventilation & Air Conditioning",Refrigerants & Gases > Bulk & Pallet Orders,US:::0.00 USD,780 lb,0,1,1,3
454B-PALLET-40,"R-454B Refrigerant – Full Pallet (40 × 20 lb) – Genuine Honeywell Solstice®, Made in USA","R-454B comes in 20-pound cylinders here, and a full pallet holds forty of them, 800 pounds of refrigerant in one delivery. All of it is genuine Honeywell Solstice, made in the USA, with each cylinder factory sealed and filled with virgin refrigerant.
Cylinder size is worth checking when you compare pallets. The R-449A pallets in the same range are filled to 25 pounds, so a pallet count on its own does not tell you the weight. Home24Care carries this one under bulk pallets and describes it as compliant with EPA regulations, for professional and commercial use.",in_stock,,,https://home24care.com/products/r-454b-refrigerant-full-pallet-40-x-20-lb-genuine-honeywell-solstice-made-in-usa,,https://home24care.com/product-images/df434d11095120a5-feed.jpg,16200.00 USD,,,,,454B-PALLET-40,Honeywell,"At igvagas, we provide premium Premium Refrigerant solutions for HVAC, automotive, and commercial refrigeration systems. Our products are:",✓ Factory sealed and virgin,✓ Made in USA – Highest quality standards,✓ Certified and compliant with EPA regulations,,,,,,,,,new,no,,,,,,,,,40,no,20 lb,,,,,,,,,"Hardware > Heating, Ventilation & Air Conditioning",Refrigerants & Gases > Bulk & Pallet Orders,US:::0.00 USD,,0,1,1,3
454B-PALLET-20,"R-454B Refrigerant – Half Pallet (20 × 20 lb) – Genuine Honeywell Solstice®, Made in USA","The smaller of the two R-454B pallet quantities Home24Care lists: twenty cylinders at 20 pounds each, or 400 pounds of refrigerant. Everything about the cylinders matches the full pallet apart from the count, so the decision is only about how much you want sitting on hand.
The refrigerant is genuine Honeywell Solstice, made in the USA, factory sealed and virgin. It is filed under bulk pallets and listed as compliant with EPA regulations, sold for professional and commercial use rather than casual purchase.",in_stock,,,https://home24care.com/products/r-454b-refrigerant-half-pallet-20-x-20-lb-genuine-honeywell-solstice-made-in-usa,,https://home24care.com/product-images/e6a9403503d83612-feed.jpg,8100.00 USD,,,,,454B-PALLET-20,Honeywell,"At igvagas, we provide premium Premium Refrigerant solutions for HVAC, automotive, and commercial refrigeration systems. Our products are:",✓ Factory sealed and virgin,✓ Made in USA – Highest quality standards,✓ Certified and compliant with EPA regulations,,,,,,,,,new,no,,,,,,,,,20,no,20 lb,,,,,,,,,"Hardware > Heating, Ventilation & Air Conditioning",Refrigerants & Gases > Bulk & Pallet Orders,US:::0.00 USD,,0,1,1,3
2504745com,Rylan Indoor Infrared Sauna – 1 Person,"Eight low-EMF far infrared carbon panels surround the single seat in this cabin, one of them under the floor, so the heat arrives from every direction without shifting around to find it. They reach your set temperature roughly 20% faster than standard panels, and the bench is cut extra deep so there is room to settle in.
It runs off a standard 120V household outlet, which means no electrician and no new circuit. Red light therapy, chromotherapy, Bluetooth speakers, and the controls are included. Cedar panels are 33% thicker than standard with double-wall construction and an 8mm tempered glass door, and they arrive pre-built, pre-drilled, pre-stained, and pre-wired. Every component carries a five-year warranty with support seven days a week.",in_stock,,,https://home24care.com/products/rylan-1-person-indoor-infrared-sauna,,https://home24care.com/product-images/7a13696e780734c9-feed.jpg,799.60 USD,719.60 USD,,,752113594746,2504745com,Backyard Discovery,33% thicker cedar panels with double-wall construction and 8mm tempered glass door,"Red light therapy, chromotherapy, Bluetooth speakers, and controls all included","5-year comprehensive warranty covering every component, with support available 7 days per week","Ready to assemble with pre-built, pre-drilled, pre-stained, and pre-wired panels",,https://home24care.com/product-images/58ff212f68163779-feed.jpg,https://home24care.com/product-images/f1a00c19f1938707-feed.jpg,https://home24care.com/product-images/b247fd18e2b6d91a-feed.jpg,https://home24care.com/product-images/e29ae46b5a41a61d-feed.jpg,https://home24care.com/product-images/d1eadc4aaed53e6a-feed.jpg,https://home24care.com/product-images/884505f28c012991-feed.jpg,https://home24care.com/product-images/f0e9bf463eeefc2b-feed.jpg,new,no,,,,,,,,,,no,,,,,,,,,,Home & Garden > Pool & Spa > Saunas,Outdoor Living > Saunas,US:::0.00 USD,326.28 lb,0,1,1,3
2504455com,Rylan Indoor Infrared Sauna – 2 Person,"Two people fit side by side on the bench here, and one person alone has room to stretch out along it. Eight low-EMF far infrared carbon panels sit around the cabin for full-body coverage, reaching your set temperature about 20% faster than standard panels.
Like the 1-person model, it plugs into a standard 120V outlet, so no electrician or dedicated circuit is involved in getting it running. Red light therapy, chromotherapy, Bluetooth speakers, and the control panel come standard. The cedar walls are 33% thicker than standard with double-wall construction, and the door is 8mm tempered glass. Panels ship pre-built, pre-drilled, pre-stained, and pre-wired, and every component is covered for five years with support seven days a week.",in_stock,,,https://home24care.com/products/rylan-2-person-indoor-infrared-sauna,,https://home24care.com/product-images/f003f710a0d8d26c-feed.jpg,919.60 USD,799.60 USD,,,752113594456,2504455com,Backyard Discovery,33% thicker cedar panels with double-wall construction and 8mm tempered glass door,"Red light therapy, chromotherapy, Bluetooth speakers, and controls all included","5-year comprehensive warranty covering every component, with support available 7 days per week","Ready to assemble with pre-built, pre-drilled, pre-stained, and pre-wired panels",,https://home24care.com/product-images/fbb93756ed4b34d4-feed.jpg,https://home24care.com/product-images/0745d5b6edff824f-feed.jpg,https://home24care.com/product-images/e35d7c1271007341-feed.jpg,https://home24care.com/product-images/e29ae46b5a41a61d-feed.jpg,https://home24care.com/product-images/5c8e9e77666a1c01-feed.jpg,https://home24care.com/product-images/bbc5c2fa9a152047-feed.jpg,https://home24care.com/product-images/057487a2d5c2dd0f-feed.jpg,new,no,,,,,,,,,,no,,,,,,,,,,Home & Garden > Pool & Spa > Saunas,Outdoor Living > Saunas,US:::0.00 USD,386.72 lb,0,1,1,3
65413Bcom,Shenandoah Swing Set,"The Shenandoah reads like a small mountain cabin with a swing beam attached. Downstairs is a playhouse with a full front door, a play kitchen holding a toy cooktop, sink, and cordless play phone, and a side snack bar window that opens over an attached picnic table with bench seating. That table doubles as the spot for crafts when nobody is running a pretend cafe.
Kids reach the raised clubhouse, which has a wooden roof and windows, either by the rock wall with its 12 climbing holds or by the flat step ladder. The 10-foot wave slide handles the trip back down, and two belt swings and a trapeze bar let several kids swing at once. It is built from cedar, arrives ready to assemble with guided instructions in the BILT app, and carries a 5-year warranty.",in_stock,,,https://home24care.com/products/shenandoah-wooden-swing-set,,https://home24care.com/product-images/d8b23c34ca08e141-feed.jpg,679.60 USD,599.60 USD,,,752113654938,65413Bcom,Backyard Discovery,"Lower Playhouse: Includes a play kitchen with a toy stovetop, sink, cordless phone, and a full front door to create a cozy charming mountain home",Industry-Leading Warranty: 5-year warranty for added peace of mind,"Built-In Picnic Area: Snack bar window with attached picnic table and bench seating transforms into mini café, perfect for snack time or fun restauran",Versatile Swinging Fun: 2 classic belt swings and 1 trapeze allow multiple kids to swing at once,,https://home24care.com/product-images/d4270b4f53cd76d5-feed.jpg,https://home24care.com/product-images/5d1e2e6bbedd6b92-feed.jpg,https://home24care.com/product-images/aca8904140360275-feed.jpg,https://home24care.com/product-images/fe94dd5f645a41b8-feed.jpg,https://home24care.com/product-images/c52052f4faf461fa-feed.jpg,https://home24care.com/product-images/611a9e426a0152fd-feed.jpg,https://home24care.com/product-images/4c97d7c394f93dba-feed.jpg,new,no,,,,,,,,,,no,,,,,,,,,,Toys & Games > Outdoor Play Equipment > Swing Sets & Playsets,Outdoor Living > Swing Sets,US:::0.00 USD,525 lb,0,1,1,3
2200043Bcom,Skyfort III Swing Set,"Skyfort III spreads play across levels. The elevated clubhouse has bay windows and a wooden roof, with a crow's nest off the side holding a peek-through toy telescope.
There are two routes up, and they suit different kids. The rock wall is the challenge, while the flat step ladder has wide rungs for easier access. Coming down means either the twisty spiral tube slide or the speedy 10-foot wave slide. Two belt swings and a trapeze bar hang alongside for sky-high swinging, and the shaded lower play space converts into a sandbox, though sand is not included. The cedar is finished in a light brown stain with dark brown accents. Assembly is guided through the BILT app, the pieces arrive ready to put together, and a 5-year warranty backs the set.",in_stock,,,https://home24care.com/products/skyfort-iii,,https://home24care.com/product-images/a9adfa262bf5db8a-feed.jpg,919.60 USD,,,,752113290044,2200043Bcom,Backyard Discovery,Lower Play Space: Shaded sandbox area to inspire creative sensory play (sand not included),Industry-Leading Warranty: 5-year warranty for added peace of mind,"Spiral Tube Slide: Enclosed curvy slide delivers exhilarating, twisty rides for little adventurers",Crow’s Nest: Elevated lookout with toy telescope inspires imaginative exploration and adventurous quests,,https://home24care.com/product-images/0b60208d507e7f42-feed.jpg,https://home24care.com/product-images/675e70269cc6bf13-feed.jpg,https://home24care.com/product-images/bd20a93b0ba34ecc-feed.jpg,https://home24care.com/product-images/c46c091a62d22395-feed.jpg,https://home24care.com/product-images/676279a1bf4c56bd-feed.jpg,https://home24care.com/product-images/32814e6e84066efb-feed.jpg,https://home24care.com/product-images/cd5886817f5816e4-feed.jpg,new,no,,,,,,,,,,no,,,,,,,,,,Toys & Games > Outdoor Play Equipment > Swing Sets & Playsets,Outdoor Living > Swing Sets,US:::0.00 USD,677 lb,0,1,1,3
1902022Bcom,Tacoma Falls Swing Set,"Tacoma Falls stacks two separate play spaces into one structure. The upper clubhouse has windows, a wooden roof, and a built-in chalkboard, with a crow's nest lookout and toy telescope above it. Two slides run down from that level, an enclosed spiral tube slide that twists on the way and a wave slide for a faster straight shot. A rock wall and a step ladder give kids two ways back up.
The lower playhouse has its own full front door and a play kitchen behind it, with a toy sink, a cookware set, a dinner bell, and battery-powered accessories. Two belt swings and a web disc swing hang alongside the structure.
Backyard Discovery builds the set from natural cedar and ships it ready to assemble, with guided instructions in the BILT app. It carries a 5-year warranty.",in_stock,,,https://home24care.com/products/tacoma-falls,,https://home24care.com/product-images/e0dc897a48d3ada2-feed.jpg,879.60 USD,,,,752113992023,1902022Bcom,Backyard Discovery,"Lower Playhouse: Includes a play kitchen with a toy sink, battery powered accessories, cookware set, dinner bell, and full front door to inspire creat",Industry-Leading Warranty: 5-year warranty for added peace of mind,"Spiral Tube Slide: Enclosed curvy slide delivers exhilarating, twisty rides for little adventurers",Crow’s Nest: Elevated lookout with toy telescope inspires imaginative exploration and adventurous quests,,https://home24care.com/product-images/1d479aec5f644834-feed.jpg,https://home24care.com/product-images/0c12fdd30cad1a44-feed.jpg,https://home24care.com/product-images/a49586a50c324a45-feed.jpg,https://home24care.com/product-images/b44045bddcd24544-feed.jpg,https://home24care.com/product-images/f84e3360ee5750fc-feed.jpg,https://home24care.com/product-images/3a59302a29998a5f-feed.jpg,https://home24care.com/product-images/1c447601dc7e64bf-feed.jpg,new,no,,,,,,,,,,no,,,,,,,,,,Toys & Games > Outdoor Play Equipment > Swing Sets & Playsets,Outdoor Living > Swing Sets,US:::0.00 USD,632.79 lb,0,1,1,3
65411Bcom,Tucson Swing Set,"Shade is designed into the Tucson at both levels. The raised deck sits under a brightly colored canopy roof, and the play space beneath the deck stays in the shadow of it, with a snack bar window and built-in bench seating along one side for juice breaks or drawing. That lower area can be filled with sand to make a sandbox, though sand is not included.
Kids reach the deck by a rock wall with six holds that also works as a ladder, then take the 8-foot wave slide back down. Two belt swings and a trapeze bar round out the active play.
The cedar carries a burnt sienna finish, and pieces come pre-cut, pre-drilled, and pre-stained with guided setup in the BILT app. Backyard Discovery covers the set for 5 years.",in_stock,,,https://home24care.com/products/tucson-wooden-swing-set,,https://home24care.com/product-images/7f082c8891be80e2-feed.jpg,239.60 USD,219.60 USD,,,752113654815,65411Bcom,Backyard Discovery,Lower Play Space: Shaded sandbox area to inspire creative sensory play (sand not included),Industry-Leading Warranty: 5-year warranty for added peace of mind,Built-In Picnic Area: Covered snack bar window with bench seating is ideal for juice breaks or arts and crafts,Versatile Swinging Fun: 2 classic belt swings and 1 trapeze allow multiple kids to swing at once,,https://home24care.com/product-images/c11d22dd7a27a01e-feed.jpg,https://home24care.com/product-images/9051cea51308d5e9-feed.jpg,https://home24care.com/product-images/2faa9b83f1e7fbe1-feed.jpg,https://home24care.com/product-images/da86e39ef62633e4-feed.jpg,https://home24care.com/product-images/350952ec3993a475-feed.jpg,https://home24care.com/product-images/76c7f66b6f75b0a1-feed.jpg,https://home24care.com/product-images/8c7345a4e93cdded-feed.jpg,new,no,,,,,,,,,,no,,,,,,,,,,Toys & Games > Outdoor Play Equipment > Swing Sets & Playsets,Outdoor Living > Swing Sets,US:::0.00 USD,134.48 lb,0,1,1,3
